CNN,the_geom,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,Nearby_Trees
6709000,"LINESTRING (-122.39031948388298 37.78813450234439, -122.39117965804613 37.787455186972764)",30,HARRISON ST,39.77,11.11,28.4,33.76,38.32,2.0
6719000,"LINESTRING (-122.39961623244395 37.78079148306888, -122.40184327335723 37.77903213358389)",30,HARRISON ST,48.0,15.0,29.55,33.88,38.0,17.0
194101,"LINESTRING (-122.38775628064698 37.75283561191084, -122.38767895622722 37.75275271855192, -122.38757222629916 37.751639193810746, -122.38763397457048 37.7515596035663)",30,3RD ST,58.5,25.5,31.26,34.89,38.63,14.0
156000,"LINESTRING (-122.46093126968522 37.77923467970178, -122.46079634101544 37.77738032552368)",0,3RD AVE,54.57,15.55,24.32,28.72,33.05,14.0
185103,"LINESTRING (-122.38945760584184 37.77111410858067, -122.38941428467454 37.77066089211494)",35,3RD ST,63.0,18.0,31.09,33.97,38.89,0.0
188101,"LINESTRING (-122.38873799832506 37.76304827898269, -122.388656045785 37.76295566963067, -122.38862974615532 37.76185845019952, -122.38868401627488 37.7617664444665)",30,3RD ST,50.5,13.5,30.04,33.91,39.15,11.0
208101,"LINESTRING (-122.38958738016719 37.737955395830646, -122.38956115842146 37.737842639647276, -122.38977508356065 37.73723583567491, -122.38986446223718 37.73716953253406)",30,3RD ST,15.08,4.52,25.34,33.5,37.0,16.0
215101,"LINESTRING (-122.39152135053084 37.732431908098924, -122.39151389560904 37.73226259244795, -122.39169230631661 37.731752624084756, -122.3917971559106 37.73164354592595)",30,3RD ST,19.9,3.88,25.98,33.1,37.62,3.0
226101,"LINESTRING (-122.39492615227621 37.723972563815195, -122.39492330467891 37.723829988747326, -122.39515648833425 37.72331688863376, -122.39526464711122 37.723222334586296)",30,3RD ST,41.0,9.0,28.48,33.34,38.11,4.0
335000,"LINESTRING (-122.40561526669445 37.778505104812936, -122.40506850926839 37.7780689813613)",25,6TH ST,68.0,23.5,26.75,29.17,33.28,13.0
252000,"LINESTRING (-122.40426687250145 37.78447874487484, -122.403711753445 37.784044438029106)",0,4TH ST,57.0,9.0,25.1,27.79,32.0,2.0
259000,"LINESTRING (-122.39961623244395 37.78079148306888, -122.39907963433104 37.78036288754962)",0,4TH ST,69.0,32.0,27.35,30.12,33.72,3.0
261000,"LINESTRING (-122.39859952108503 37.779979400500466, -122.39805994016146 37.77956691079729)",0,4TH ST,42.0,16.0,29.1,34.26,37.94,15.0
263000,"LINESTRING (-122.39753890650911 37.7791322234556, -122.39706171615023 37.778751053428685)",0,4TH ST,74.0,35.0,27.7,29.77,32.86,18.0
19397000,"LINESTRING (-122.36981739411644 37.72917407811868, -122.36993974821738 37.72908074579415, -122.37047756505763 37.72903354710474, -122.37054481735885 37.729061679548295, -122.37200569751843 37.72987387508275)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,0.0
15106101,"LINESTRING (-122.46830960848636 37.73741714787296, -122.46843197779349 37.737282821509076, -122.46876259264766 37.73705468588605, -122.46924791014459 37.73664760505967)",35,PORTOLA DR,23.5,5.0,31.35,38.38,43.5,15.0
13746000,"LINESTRING (-122.46584491055397 37.738493639687, -122.46474557803421 37.73788548012592, -122.46313558981997 37.73702335603207)",0,YERBA BUENA AVE,13.84,2.07,20.11,27.97,33.49,0.0
13704000,"LINESTRING (-122.44798149228923 37.784017710626465, -122.44935811267135 37.783691644169096)",0,WOOD ST,21.74,4.54,20.02,28.48,34.08,2.0
13715101,"LINESTRING (-122.45546673270553 37.74632798058652, -122.45537483789916 37.74634840873165, -122.45481490346566 37.74621680510058, -122.45472196206396 37.74617825570022, -122.45466409734844 37.746106168279304)",35,WOODSIDE AVE,29.0,6.5,32.8,38.21,42.38,1.0
13608000,"LINESTRING (-122.42787939090178 37.742015444971685, -122.42765222204457 37.73966839921917)",0,WHITNEY ST,30.04,7.79,20.57,28.58,33.1,16.0
13466000,"LINESTRING (-122.46580699038532 37.74357405033044, -122.46672191799043 37.74142180223564, -122.4667147440057 37.74132372644302)",0,WAWONA ST,58.19,25.0,25.2,29.61,33.09,8.0
13467000,"LINESTRING (-122.4667147440057 37.74132372644302, -122.46670296679036 37.7411626962054, -122.4679969732144 37.74000565262412)",0,WAWONA ST,28.0,4.41,21.45,28.17,34.41,14.0
13485000,"LINESTRING (-122.48997093859626 37.73795698323059, -122.49036418758571 37.737929559266504)",0,WAWONA ST,11.43,0.82,19.0,27.36,32.0,12.0
13271000,"LINESTRING (-122.50221539514892 37.73814479608996, -122.50328834679024 37.73809779085532)",25,VICENTE ST,33.62,6.71,21.71,28.29,33.47,0.0
13250000,"LINESTRING (-122.48078675364746 37.739088755933615, -122.4818587389928 37.739041547005485)",25,VICENTE ST,13.14,0.43,21.13,27.24,34.32,10.0
13060000,"LINESTRING (-122.42188644602435 37.76491737813413, -122.42173152251404 37.76329976824433)",0,VALENCIA ST,10.36,1.43,17.6,27.88,33.35,2.0
13045000,"LINESTRING (-122.40533110376126 37.75306383196333, -122.40520770295953 37.7517869481256)",0,UTAH ST,30.86,4.1,21.72,27.78,32.87,5.0
12959000,"LINESTRING (-122.47237927964163 37.7268209001606, -122.47245295470996 37.72554991520805)",0,JUNIPERO SERRA BLVD,100.0,100.0,41.05,41.05,41.05,19.0
12789000,"LINESTRING (-122.46856109909504 37.74150334575455, -122.46867168934638 37.74148773895514, -122.46903011416609 37.74147206091875)",0,ULLOA ST,53.5,13.5,25.18,28.36,32.37,16.0
12719000,"LINESTRING (-122.41405376455539 37.78279444601821, -122.4156938720626 37.78258503321158)",25,TURK ST,34.0,7.0,23.45,28.32,33.43,3.0
12727000,"LINESTRING (-122.42720275587806 37.78111712713572, -122.4273236168325 37.78111007298294, -122.43042441485773 37.78071557320852)",30,TURK ST,39.0,13.0,28.6,34.05,38.15,6.0
12731000,"LINESTRING (-122.4354245156999 37.780077637870676, -122.43707186507035 37.77986739581174)",30,TURK ST,55.0,14.0,30.2,33.55,38.07,11.0
12738000,"LINESTRING (-122.44369911016992 37.77903801878579, -122.44534674008537 37.778836632740585)",30,TURK BLVD,71.5,29.0,32.32,34.64,38.52,2.0
12744000,"LINESTRING (-122.44976707894695 37.77827700835063, -122.45065481247336 37.77816459877842)",30,TURK BLVD,27.5,8.0,27.55,33.82,38.25,2.0
12636000,"LINESTRING (-122.41347759696401 37.73706991116187, -122.41285757197613 37.73703468876026)",0,TOMPKINS AVE,0.0,0.0,12.68,0.0,0.0,15.0
12647000,"LINESTRING (-122.40095239441399 37.73526139504263, -122.39993559571471 37.734259793343085, -122.39964528995162 37.73406423771741, -122.39937988508176 37.733957716183355)",0,TOPEKA AVE,10.55,0.82,18.31,27.39,32.0,5.0
12554101,"LINESTRING (-122.3954052699615 37.79668289582593, -122.39555962034542 37.79668608699367, -122.39604021146992 37.79720080862575, -122.39668399724364 37.79794139897773, -122.3976973264045 37.79906891174478, -122.39766994898069 37.79923448263957)",30,THE EMBARCADERO,46.0,14.5,29.55,33.96,38.21,49.0
12556102,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,65.0
12522000,"LINESTRING (-122.44212764839804 37.78152887542786, -122.44251012606782 37.78150466780478, -122.44297217999649 37.78146039765028)",0,TERRA VISTA AVE,25.72,5.42,20.86,28.23,32.83,1.0
12547101,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38839525522097 37.781910111690856, -122.38838141443664 37.78213856483651, -122.38837481172747 37.782480149826505, -122.38820828007321 37.784631238170434, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,15.0
12549101,"LINESTRING (-122.38779488958166 37.787097239285806, -122.38798369717358 37.78718728580906, -122.38796705980857 37.78754912454939, -122.38799331456525 37.78792691461557, -122.38807225377619 37.78820085543927, -122.38820645474166 37.788755839161695, -122.38837956828662 37.789104392292415, -122.38851961442104 37.78937224614184, -122.38848118729011 37.78957191885586)",30,THE EMBARCADERO,57.5,18.5,30.72,33.9,37.89,1.0
12485000,"LINESTRING (-122.38948581265235 37.76043527764679, -122.38924822367007 37.75788366360378)",0,TENNESSEE ST,22.66,6.1,19.31,28.99,34.39,17.0
12498000,"LINESTRING (-122.4522688559932 37.745173812019665, -122.45162570400673 37.74450281349253)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,4.0
12507000,"LINESTRING (-122.44785152330839 37.739850696191425, -122.44697024829951 37.73962971997327)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,6.0
12514000,"LINESTRING (-122.44640535677203 37.73560224050943, -122.44637764747782 37.735416116925364, -122.44629065136056 37.7352243224459)",25,TERESITA BLVD,44.67,19.31,22.77,29.79,33.46,1.0
12516000,"LINESTRING (-122.44583448154924 37.73486261736613, -122.4453536365198 37.73454879373677)",25,TERESITA BLVD,12.53,2.93,18.6,28.38,32.91,2.0
12386000,"LINESTRING (-122.46685949714336 37.74349086286303, -122.46774774405704 37.74341262248283)",25,TARAVAL ST,94.0,55.5,30.48,31.02,33.8,9.0
12382000,"LINESTRING (-122.46368599563952 37.74374940984558, -122.46473679875139 37.74365862553025)",25,TARAVAL ST,64.66,21.48,25.82,29.02,33.08,8.0
12276101,"LINESTRING (-122.49574937889072 37.76087401671471, -122.49581078522762 37.760761294969974, -122.49569300378357 37.759073114899955, -122.49561722364386 37.75900449737251)",35,SUNSET BLVD,26.0,7.0,32.28,38.54,42.71,1.0
12286101,"LINESTRING (-122.49444328435065 37.74222502748211, -122.49436246435265 37.74211856509456, -122.49424532947043 37.74044355981483, -122.49431259733035 37.740356324229)",35,SUNSET BLVD,34.5,9.0,33.5,38.45,42.56,0.0
12267000,"LINESTRING (-122.41600027990437 37.711914556425356, -122.41673852522835 37.71211812739109, -122.41757733810954 37.71230218622345, -122.4180281374203 37.7123352706831, -122.41828342090774 37.71234914691969)",25,SUNNYDALE AVE,15.56,3.1,19.32,28.89,36.49,0.0
12199001,"LINESTRING (-122.40695698700237 37.78943368220262, -122.40713171596487 37.790368470378965)",0,STOCKTON ST,98.0,87.5,35.56,35.84,36.9,1.0
12225000,"LINESTRING (-122.40695698700237 37.78943368220262, -122.40714880508733 37.790366312279, -122.40734001687281 37.79129597413024, -122.40753604030955 37.79224900643399, -122.40772718648995 37.793178301746096)",0,STOCKTON TUNL,98.0,87.5,35.56,35.84,36.9,8.0
12106000,"LINESTRING (-122.4488494360301 37.72907259684092, -122.45113130644259 37.72906230811298)",0,STAPLES AVE,19.22,2.82,19.01,27.87,32.94,7.0
12112000,"LINESTRING (-122.45212262620957 37.749350776584514, -122.4518838551494 37.749455133784224, -122.45172741820141 37.74957776384573, -122.45161866665889 37.74975628849546, -122.45158814350364 37.74997025332834, -122.45158769095302 37.75124437210682)",0,STARVIEW WAY,64.13,25.0,25.75,29.37,33.09,0.0
12077000,"LINESTRING (-122.45584313016997 37.77994148744917, -122.45568432084188 37.779725827545434, -122.45557415997841 37.779476507300814, -122.45544207957789 37.77882754236063)",0,STANYAN BLVD,85.38,45.06,28.76,30.18,33.03,10.0
12097000,"LINESTRING (-122.45239988992107 37.76366948230313, -122.45223304304261 37.76284256130301)",25,STANYAN ST,48.5,9.5,24.3,27.98,32.0,13.0
12026000,"LINESTRING (-122.41702581508129 37.760367022775384, -122.41687248138003 37.758764228861914)",25,SOUTH VAN NESS AVE,67.0,19.5,26.22,28.53,32.26,17.0
12030000,"LINESTRING (-122.41641348910268 37.75396776973201, -122.41626551027281 37.75237278853237)",25,SOUTH VAN NESS AVE,69.0,18.5,26.38,28.63,33.08,12.0
12053000,"LINESTRING (-122.48816697023463 37.734074769968, -122.48811884604187 37.73336351435742)",0,SPRINGFIELD DR,34.6,9.6,20.59,28.74,33.26,0.0
11992000,"LINESTRING (-122.48237185651821 37.766770185414586, -122.48260562136524 37.76673650410351, -122.48329168070433 37.766569362215755, -122.48356459499259 37.76654942908557, -122.48384625987104 37.76654688058846, -122.48415652726771 37.7665811060149, -122.48441791922396 37.766646834954585, -122.48462720691322 37.766726590606716, -122.48490692121707 37.76685775663841, -122.485223707471 37.766929126374784, -122.48535663848548 37.766942228227045, -122.4855995360244 37.76693594499801, -122.48583896883244 37.76690342169102, -122.48610242960622 37.766839810493046, -122.48632630112854 37.76674180082746, -122.48672393638047 37.76653128564755, -122.48703974027678 37.76635940381919, -122.48755908801603 37.76605259654955, -122.48785327122286 37.765898610475226, -122.48807167342459 37.76580288139957, -122.4882688687946 37.765740382996555, -122.48868886871453 37.7656434437274, -122.48935451975892 37.7655107807401, -122.4900198322452 37.76541912748469, -122.49042457281305 37.76539337023936, -122.49073715599506 37.76539409534543, -122.49100360220672 37.76540968346048)",25,MARTIN LUTHER KING JR DR,95.0,68.5,31.48,32.03,33.97,0.0
11996000,"LINESTRING (-122.50085701611215 37.76484590706106, -122.50280737576136 37.765199707636825, -122.50285122033398 37.7652218395854, -122.50411688820957 37.76552587434096)",25,MARTIN LUTHER KING JR DR,87.0,54.5,30.08,31.37,33.97,0.0
11961202,"LINESTRING (-122.50006255724425 37.73490489999271, -122.50049339104193 37.73510502393346, -122.50090187634807 37.73525277356798, -122.50109748320293 37.735206481262736)",35,SLOAT BLVD,47.0,13.5,34.45,38.7,42.93,1.0
11970000,"LINESTRING (-122.40755640506806 37.726599245981895, -122.4070564614048 37.72539994989487)",0,SOMERSET ST,17.72,1.83,19.35,27.6,32.77,6.0
11950101,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47174814305927 37.73461845289046, -122.47234167181911 37.73460617258865)",35,SLOAT BLVD,52.0,13.0,34.75,38.59,43.35,0.0
11950102,"LINESTRING (-122.47234167181911 37.73460617258865, -122.4732272265603 37.734587991315756)",35,SLOAT BLVD,21.0,2.5,30.95,37.6,42.0,0.0
11902000,"LINESTRING (-122.42373998172697 37.72875993710349, -122.42266589884596 37.72882232306874)",0,SILVER AVE,76.0,25.5,27.2,29.01,32.98,5.0
11917000,"LINESTRING (-122.41139440354169 37.730607896290095, -122.41057199507428 37.73091940088383, -122.41050984242051 37.73093843497471)",0,SILVER AVE,76.5,26.5,27.28,28.93,32.57,2.0
11929000,"LINESTRING (-122.40285586584602 37.734073203834704, -122.40266489301932 37.734192414698704)",0,SILVER AVE,52.64,17.41,24.89,29.03,33.14,3.0
11935000,"LINESTRING (-122.40035733577447 37.73558082185353, -122.39855590179268 37.73643307660435)",0,SILVER AVE,48.73,9.95,24.3,28.26,33.16,14.0
11842000,"LINESTRING (-122.41517228932517 37.75243964534755, -122.41501433103663 37.750836981539926)",0,SHOTWELL ST,17.07,3.26,18.7,28.43,34.52,16.0
11558000,"LINESTRING (-122.40278966477491 37.80124217205838, -122.4029736764744 37.80216674957772)",25,SANSOME ST,62.0,23.0,25.85,28.94,32.22,2.0
11571000,"LINESTRING (-122.46610726137594 37.736688189826, -122.46628365317999 37.736301224768894, -122.4663228531631 37.73608688377503, -122.46631983169107 37.735887478770195, -122.46624768051798 37.73493714332398)",0,SANTA CLARA AVE,65.72,17.34,26.41,29.11,35.0,0.0
11572000,"LINESTRING (-122.46624768051798 37.73493714332398, -122.46619904425859 37.73411052223016, -122.46611896599569 37.73384509904652, -122.46597247766272 37.733554687818504, -122.46565867824413 37.733152898843656)",0,SANTA CLARA AVE,33.87,6.66,23.44,29.55,39.96,0.0
11510000,"LINESTRING (-122.43103777930146 37.76599632954526, -122.43102547100516 37.765867986419856)",0,SANCHEZ ST,66.5,20.0,26.48,28.95,33.5,28.0
11514000,"LINESTRING (-122.43066230466687 37.76208088074386, -122.4306501767196 37.761954408272025)",0,SANCHEZ ST,7.87,1.52,17.14,27.97,32.0,13.0
11465000,"LINESTRING (-122.45095624579582 37.715493512443096, -122.45190833014408 37.71438065934563, -122.45217408406953 37.71410376283526)",25,SAN JOSE AVE,94.74,63.16,31.14,31.65,33.97,17.0
11439102,"LINESTRING (-122.42843698063227 37.7349509495691, -122.42956694499347 37.734323178607085)",0,SAN JOSE AVE,100.0,100.0,47.14,47.14,47.14,8.0
11442000,"LINESTRING (-122.43845939730242 37.72991244401491, -122.43885364150283 37.72966897771095)",0,SAN JOSE AVE,92.5,61.5,30.75,31.49,33.75,2.0
11453000,"LINESTRING (-122.44238719041059 37.7257926849676, -122.44306587599422 37.724988297316564)",0,SAN JOSE AVE,91.0,52.0,30.38,31.2,34.36,29.0
11437201,"LINESTRING (-122.42266944527634 37.74394224105161, -122.4227627241236 37.743855489491054, -122.42304255252458 37.74311400037415)",30,SAN JOSE AVE,45.5,16.0,29.35,34.2,38.25,25.0
11394000,"LINESTRING (-122.39954775393882 37.71539031772135, -122.39956662502377 37.715201029691556, -122.39969737306903 37.71501050433646, -122.39993972483359 37.714875377480844, -122.40044937100231 37.71473093961955)",25,SAN BRUNO AVE,54.73,18.12,24.8,29.06,33.22,5.0
11341000,"LINESTRING (-122.46729818441463 37.73713231612272, -122.46715741389448 37.73498673563266, -122.46713480687474 37.73489826502186)",0,SAN BENITO WAY,40.32,10.3,23.18,28.5,32.86,0.0
11342000,"LINESTRING (-122.46713480687474 37.73489826502186, -122.46699849012002 37.7330921418088)",0,SAN BENITO WAY,38.47,8.35,22.65,28.28,32.9,0.0
11282000,"LINESTRING (-122.45900546805248 37.71138732989201, -122.46206325742028 37.71137272923072)",30,SAGAMORE ST,69.0,24.0,31.92,34.41,38.94,1.0
11193000,"LINESTRING (-122.43318514322128 37.71968063717436, -122.4323851865974 37.71929846234561)",0,RUSSIA AVE,10.93,0.73,19.29,27.48,34.24,9.0
11147101,"LINESTRING (-122.44379547009098 37.76329559589889, -122.44381245748008 37.763243184437776, -122.4445625290764 37.76254482727439, -122.44466762608208 37.762495721355805)",0,ROOSEVELT WAY,82.68,34.37,28.0,29.5,33.03,4.0
11140000,"LINESTRING (-122.43729899391924 37.76722193011006, -122.43729182961654 37.767045826512714, -122.43728860136865 37.7669220471515, -122.43733380009574 37.76676217182191, -122.43748539527317 37.766644322833564, -122.43768472736237 37.76658711529395, -122.43787937479313 37.76661079518684, -122.43821962632747 37.766701399013336, -122.43829138374649 37.766725780459346)",0,ROOSEVELT WAY,43.89,4.0,24.04,27.77,35.44,5.0
11142000,"LINESTRING (-122.43950184020574 37.76657552470472, -122.44124168287459 37.76527085846609)",0,ROOSEVELT WAY,85.09,46.45,28.8,30.32,33.09,0.0
11027000,"LINESTRING (-122.45339429451901 37.72983659368038, -122.45340856148115 37.73067203616769)",0,RIDGEWOOD AVE,25.54,3.59,21.47,27.86,33.12,15.0
11030000,"LINESTRING (-122.453419052445 37.73230557092724, -122.45342500478004 37.73303961746485)",0,RIDGEWOOD AVE,1.84,0.0,17.02,27.0,0.0,9.0
10977000,"LINESTRING (-122.38829225816728 37.73060610288352, -122.39016440092462 37.73166293871902)",0,REVERE AVE,38.1,9.68,22.73,28.69,33.67,11.0
10814000,"LINESTRING (-122.38772939004261 37.73123178855106, -122.38960059961366 37.7322899622619)",0,QUESADA AVE,51.05,20.0,25.17,30.84,36.81,12.0
10792000,"LINESTRING (-122.43170028732416 37.764324012289656, -122.43154484001013 37.762703174030534)",0,PROSPER ST,0.0,0.0,15.54,0.0,0.0,4.0
10662000,"LINESTRING (-122.40741973740488 37.76448782956115, -122.40730484745531 37.76318780190267)",25,POTRERO AVE,73.0,35.5,27.62,29.91,32.99,4.0
10668101,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40663134657902 37.756746463900576, -122.40658829424186 37.756257190019014, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,7.0
10618102,"LINESTRING (-122.45574766762053 37.74207462214197, -122.45595053830048 37.741850549926276, -122.45619257025538 37.741657550518205, -122.45746755316897 37.74096880687782)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,11.0
10611101,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44329358628013 37.749995773197824, -122.44343608538648 37.74942040483684, -122.44357285829695 37.74914658271028, -122.4437165509538 37.748999169399525, -122.44394712553985 37.748694570959884, -122.44411482493761 37.74835989361999, -122.44407674695357 37.74802861007073, -122.44401157922478 37.74778593850812, -122.44402119636293 37.74752906737012, -122.44416576757932 37.74724543646208, -122.44432553670823 37.747084440564024, -122.44455366420107 37.74697474615001, -122.44471083617618 37.74691994706296, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,1.0
10539000,"LINESTRING (-122.50622149138731 37.77989536050415, -122.50729998209498 37.77998209446551)",30,POINT LOBOS AVE,25.5,5.0,26.92,33.18,38.0,20.0
10544000,"LINESTRING (-122.5114241395776 37.77940966364196, -122.51169499726016 37.77926478365743, -122.51184653979999 37.77918611630312, -122.51207542618242 37.77910195948124, -122.51228691951744 37.779054576668706, -122.51250833729918 37.779034121495435, -122.51266068272204 37.77903360533443, -122.5128514388177 37.77904493948737, -122.51302068216043 37.779037880657754, -122.51318179365956 37.77902158031063, -122.51336032434502 37.77896954754904, -122.51349125429927 37.77890582100915, -122.51356801893937 37.77883051297347, -122.51359920122842 37.77876953187072, -122.51361671888608 37.77868898204804, -122.51361203196373 37.778612980731374, -122.51357990064861 37.77849367418112, -122.5133497724333 37.778047367939514, -122.51328304386635 37.777959919656155, -122.51320757786343 37.77788929611952, -122.51310962505572 37.77781280283986, -122.51301340806312 37.777751912706236, -122.51291271663166 37.77767129687455, -122.51279668106375 37.777557592766506, -122.51265951394394 37.777391095365786, -122.51252810687329 37.77724325958398, -122.51242682380408 37.77714076786247, -122.51228701852668 37.77702225717005, -122.51213157271695 37.77690818243121, -122.51193832557027 37.77675619051675)",30,POINT LOBOS AVE,43.0,9.5,28.8,33.16,37.26,0.0
10491000,"LINESTRING (-122.44191562000121 37.78690033075331, -122.44355977881911 37.786690919143446)",30,PINE ST,35.0,4.0,28.35,32.71,38.25,4.0
10517000,"LINESTRING (-122.45607963465534 37.71578782706015, -122.45608692019452 37.7166304793403)",25,PLYMOUTH AVE,36.76,7.68,22.79,28.18,32.66,2.0
10526000,"LINESTRING (-122.4565821245703 37.725808651580174, -122.45643702502817 37.72627720750182, -122.45641826732825 37.726494514077324, -122.45642154822892 37.72661915052194, -122.45645163408238 37.72675467739977, -122.45651759395643 37.727168139765965, -122.45653703904792 37.72758998178306)",25,PLYMOUTH AVE,20.42,3.74,19.22,28.05,32.75,15.0
10471000,"LINESTRING (-122.41226618705585 37.79067278390388, -122.4139158795537 37.79046311471932)",30,PINE ST,22.0,3.0,26.65,32.68,37.0,20.0
10482000,"LINESTRING (-122.42871211101247 37.78857706793374, -122.43035591803937 37.788368312545764)",30,PINE ST,21.0,3.0,26.45,32.95,38.67,5.0
10390000,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,10.0
10391000,"LINESTRING (-122.4523278681689 37.72830349291029, -122.45244157069835 37.72850248311112)",0,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,3.0
10336000,"LINESTRING (-122.39312262863012 37.757650785149416, -122.39288410026582 37.75509563879601)",0,PENNSYLVANIA AVE,86.5,47.0,29.52,30.76,33.91,12.0
10338000,"LINESTRING (-122.3926393865324 37.75254468285339, -122.39257792464414 37.75194219876596)",0,PENNSYLVANIA AVE,83.0,45.5,28.82,30.31,33.04,21.0
10309000,"LINESTRING (-122.39834811455707 37.723036159255415, -122.39921440712865 37.7232423906115)",0,PAUL AVE,54.97,18.02,24.65,28.99,33.08,1.0
10223000,"LINESTRING (-122.39096788915649 37.73401387234893, -122.39277593107242 37.7350381011961)",0,PALOU AVE,54.5,10.5,25.08,28.01,32.24,4.0
9876301,"LINESTRING (-122.42375837906793 37.772957392587635, -122.42383502648964 37.77304318681842, -122.42398548301425 37.77378867496743, -122.42394706119438 37.7738892381271)",30,OCTAVIA ST,0.96,0.0,17.26,32.0,0.0,21.0
